unit_id,src_country,service_id,msm_id,file_name,num_measurements,num_probes,num_probe_asns,num_files_or_targets,num_egress_links,num_egress_asns,num_next_asns_after_egress,num_egress_transitions,egress_transition_entropy,effective_egress_transitions,num_src_dst_as_pairs,src_dst_as_pair_entropy,effective_as_pair_transitions,network_effective_diversity,physical_level,num_feasible_candidates,num_feasible_corridors,effective_feasible_candidates,effective_feasible_corridors,physical_candidate_diversity_upper_bound,best_case_physical_candidate_diversity_upper_bound,physical_candidate_concentration_tier,is_physical_candidate_concentrated,physical_candidate_exposure_class,sufficient_observation_for_physical_concentration,concentration_interpretation,network_to_physical_compression_ratio,log_network_physical_compression_gap,physical_coverage_ratio,absolute_compression_tier,network_physical_compression_tier,joint_cross_layer_risk_class,is_network_physical_mismatch,is_physical_candidate_concentration_only,is_joint_physical_concentration_and_mismatch,network_percentile,physical_upper_bound_percentile,rank_gap_upper_bound,strict_upper_bound_mismatch_75_25,upper_bound_mismatch_category,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier,paper_case_scope
NA,LI,msm_5004,5004,root_dns_traces.json,1,5,5,1,10,5,5,5,1.6094379124341005,5.000000000000001,5,1.5607104090414063,4.762203155904597,5.000000000000001,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.5000000000000004,0.6931471805599454,0.3999999999999999,moderate_compression,moderate_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9278409090909091,0.29375,18.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5006,5006,root_dns_traces.json,1,5,5,1,10,5,5,5,1.6094379124341005,5.000000000000001,5,1.5607104090414063,4.762203155904597,5.000000000000001,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.5000000000000004,0.6931471805599454,0.3999999999999999,moderate_compression,moderate_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9278409090909091,0.29375,18.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,ES,msm_5006,5006,root_dns_traces.json,1,8,4,1,13,4,3,4,1.072016968563193,2.9212656628855114,4,1.072016968563193,2.9212656628855114,2.9212656628855114,corridor,3,1,3.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.9212656628855114,0.6732672943151753,0.34231737726045747,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.8045454545454546,0.11079545454545454,-71.0,True,network_high_physical_upper_low,18.4605300158446,0.907608695652174,high,paper_service_country_cross_layer_audit
NA,LI,msm_5015,5015,root_dns_traces.json,1,5,5,1,9,5,5,5,1.5810937501718236,4.860268825015378,5,1.515707952085713,4.55264303936646,4.860268825015378,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.430134412507689,0.6695831884446084,0.4114998721276846,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9193181818181818,0.29375,13.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5008,5008,root_dns_traces.json,1,5,5,1,8,5,5,5,1.559581156259877,4.756828460010884,6,1.7480673485460894,5.743491774985174,4.756828460010884,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.378414230005442,0.6517744198143702,0.4204482076268573,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9130681818181818,0.29375,9.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5009,5009,root_dns_traces.json,1,5,5,1,8,5,5,5,1.559581156259877,4.756828460010884,6,1.7480673485460894,5.743491774985174,4.756828460010884,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.378414230005442,0.6517744198143702,0.4204482076268573,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9130681818181818,0.29375,9.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,IN,msm_5016,5016,root_dns_traces.json,1,3,2,1,0,0,0,0,0.0,0.0,3,1.0397207708399179,2.82842712474619,2.82842712474619,corridor,6,1,6.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.82842712474619,0.6493068658935807,0.3535533905932738,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7863636363636364,0.11079545454545454,-78.0,True,network_high_physical_upper_low,23.211385950065583,0.9782608695652174,high,paper_service_country_cross_layer_audit
NA,ZA,msm_5012,5012,root_dns_traces.json,1,5,3,1,0,0,0,0,0.0,0.0,3,1.0397207708399179,2.82842712474619,2.82842712474619,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.82842712474619,0.6493068658935807,0.3535533905932738,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7863636363636364,0.11079545454545454,-78.0,True,network_high_physical_upper_low,16.271109638736306,0.8695652173913043,high,paper_service_country_cross_layer_audit
NA,ZA,msm_5016,5016,root_dns_traces.json,1,3,3,1,0,0,0,0,0.0,0.0,3,1.0397207708399179,2.82842712474619,2.82842712474619,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.82842712474619,0.6493068658935807,0.3535533905932738,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7863636363636364,0.11079545454545454,-78.0,True,network_high_physical_upper_low,16.271109638736306,0.8695652173913043,high,paper_service_country_cross_layer_audit
NA,HK,msm_5013,5013,root_dns_traces.json,1,4,7,1,0,0,0,0,0.0,0.0,7,1.8866967846580782,6.597539553864469,6.597539553864469,corridor,3,3,3.0,3.0,3.0,3.0,weak_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.1991798512881564,0.6415300908437749,0.45471496995311955,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9693181818181819,0.4414772727272727,51.0,False,network_high_physical_upper_low,18.393809748151316,0.9021739130434784,high,paper_service_country_cross_layer_audit
NA,CH,MULTI,MULTI,root_dns_traces.json,13,234,35,1,22,6,3,6,1.5311533190671125,4.623506126287459,63,2.5277111554368767,12.524805970038917,4.623506126287459,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.3117530631437293,0.6283430466015154,0.4325721531174745,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7471264367816092,0.1724137931034483,8.0,False,network_high_physical_upper_low,19.17669877499184,0.9239130434782608,high,paper_country_cross_layer_audit
NA,MV,MULTI,MULTI,root_dns_traces.json,10,8,1,1,83,1,3,3,0.9252108990861433,2.5224001761579378,3,0.9252108990861433,2.5224001761579378,2.5224001761579378,corridor,2,1,2.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.5224001761579378,0.565995444910231,0.39644779977900935,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.5517241379310345,0.05747126436781609,-8.0,False,network_high_physical_upper_low,3.6888794541139367,0.2826086956521739,low,paper_country_cross_layer_audit
NA,HK,msm_5004,5004,root_dns_traces.json,1,9,7,1,0,0,0,0,0.0,0.0,7,1.7671949977916748,5.854408679206359,5.854408679206359,corridor,3,3,3.0,3.0,3.0,3.0,weak_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.951469559735453,0.5385976869346294,0.5124343318660646,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9602272727272727,0.4414772727272727,43.0,False,network_high_physical_upper_low,18.393809748151316,0.9021739130434784,high,paper_service_country_cross_layer_audit
NA,LI,msm_5005,5005,root_dns_traces.json,1,5,5,1,8,4,4,4,1.3862943611198906,4.0,5,1.6094379124341005,5.000000000000001,4.0,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.0,0.5108256237659905,0.5,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.8721590909090909,0.29375,-24.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5014,5014,root_dns_traces.json,1,4,4,1,8,4,4,4,1.3862943611198906,4.0,4,1.3321790402101223,3.7892914162759954,4.0,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.0,0.5108256237659905,0.5,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.8721590909090909,0.29375,-24.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5016,5016,root_dns_traces.json,1,4,4,1,8,4,4,4,1.3862943611198906,4.0,4,1.3321790402101223,3.7892914162759954,4.0,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.0,0.5108256237659905,0.5,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.8721590909090909,0.29375,-24.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,LI,msm_5011,5011,root_dns_traces.json,1,5,5,1,7,4,4,4,1.351783994289646,3.8643132978583434,5,1.5810937501718236,4.860268825015378,3.8643132978583434,corridor,2,2,2.0,2.0,2.0,2.0,moderate_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.9321566489291717,0.4833132654876915,0.5175563795793752,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.8613636363636363,0.29375,-30.0,False,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium,paper_service_country_cross_layer_audit
NA,AE,msm_5015,5015,root_dns_traces.json,1,3,2,1,0,0,0,0,0.0,0.0,2,0.6931471805599453,2.0,2.0,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.0,0.4054651081081645,0.5,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7085227272727272,0.11079545454545454,-116.0,False,network_high_physical_upper_low,10.82475905840779,0.6847826086956522,high,paper_service_country_cross_layer_audit
NA,GH,msm_5013,5013,root_dns_traces.json,1,2,2,1,4,2,2,2,0.6931471805599453,2.0,2,0.6931471805599453,2.0,2.0,corridor,6,1,6.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,2.0,0.4054651081081645,0.5,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.7085227272727272,0.11079545454545454,-116.0,False,network_high_physical_upper_low,9.937326831919943,0.657608695652174,medium,paper_service_country_cross_layer_audit
NA,PE,msm_5014,5014,root_dns_traces.json,1,13,2,1,24,2,2,2,0.6791932659915256,1.9722859800819112,2,0.6791932659915256,1.9722859800819112,1.9722859800819112,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.9722859800819112,0.39618416645828847,0.5070258624251179,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6772727272727272,0.11079545454545454,-120.0,False,network_high_physical_upper_low,14.339307831825838,0.782608695652174,high,paper_service_country_cross_layer_audit
NA,NC,MULTI,MULTI,root_dns_traces.json,7,5,1,1,37,1,2,2,0.6751425885789244,1.9643130446076713,2,0.6751425885789244,1.9643130446076713,1.9643130446076713,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.9643130446076713,0.3934981368865941,0.5090838258927961,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.42528735632183906,0.05747126436781609,-18.0,False,network_low_physical_upper_low,3.58351893845611,0.2635869565217391,low,paper_country_cross_layer_audit
NA,MM,MULTI,MULTI,root_dns_traces.json,8,2,1,1,11,1,2,2,0.6554817739013927,1.9260702242522327,2,0.6554817739013927,1.9260702242522327,1.9260702242522327,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.9260702242522327,0.3805131218361938,0.519191869231162,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.40229885057471265,0.05747126436781609,-20.0,False,network_low_physical_upper_low,9.650234821625356,0.6413043478260869,medium,paper_country_cross_layer_audit
NA,CL,msm_5001,5001,root_dns_traces.json,1,2,2,1,0,0,0,0,0.0,0.0,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,False,low_observation_concentration_signal,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,15.27575460109274,0.8206521739130435,high,paper_service_country_cross_layer_audit
NA,CL,msm_5005,5005,root_dns_traces.json,1,2,2,1,0,0,0,0,0.0,0.0,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,False,low_observation_concentration_signal,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,15.27575460109274,0.8206521739130435,high,paper_service_country_cross_layer_audit
NA,DO,msm_5001,5001,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,DO,msm_5006,5006,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,DO,msm_5008,5008,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,DO,msm_5009,5009,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,DO,msm_5010,5010,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,DO,msm_5013,5013,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,9.743785580711078,0.6467391304347826,medium,paper_service_country_cross_layer_audit
NA,NL,msm_5010,5010,root_dns_traces.json,1,35,2,1,69,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,22.945488311949887,0.9728260869565216,high,paper_service_country_cross_layer_audit
NA,VE,msm_5009,5009,root_dns_traces.json,1,2,2,1,3,2,2,2,0.6365141682948128,1.8898815748423097,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,10.687555239970893,0.6739130434782609,high,paper_service_country_cross_layer_audit
NA,ZA,msm_5015,5015,root_dns_traces.json,1,2,2,1,0,0,0,0,0.0,0.0,2,0.6365141682948128,1.8898815748423097,1.8898815748423097,corridor,1,1,1.0,1.0,1.0,1.0,severe_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,False,low_observation_concentration_signal,1.8898815748423097,0.36806834316157755,0.5291336839893999,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.6431818181818182,0.11079545454545454,-124.0,False,network_high_physical_upper_low,16.271109638736306,0.8695652173913043,high,paper_service_country_cross_layer_audit
NA,PE,msm_5009,5009,root_dns_traces.json,1,43,6,1,82,6,5,6,1.5074555043289397,4.515227189047599,6,1.5074555043289397,4.515227189047599,4.515227189047599,corridor,2,3,2.0,3.0,3.0,3.0,weak_physical_candidate_concentration,True,concentrated_best_case_physical_candidate_space,True,auditable_physical_candidate_concentration,1.505075729682533,0.32121848548733944,0.6644183945554227,weak_compression,weak_network_physical_compression,physical_concentration_with_network_physical_compression,True,False,True,0.9011363636363636,0.4414772727272727,-1.0,False,network_high_physical_upper_low,14.339307831825838,0.782608695652174,high,paper_service_country_cross_layer_audit
